Short_name,DCA1,DCA2,Dataset,Species,Specialization
AgyCau,-0.9653306833435342,0.44855099125592357,Cerven Month,Agyneta cauta,2
AgyRur,-0.6135583521609482,1.5512759316374174,Cerven Month,Agyneta rurestris,0
AloPul,0.07761368243067057,0.1854854402918753,Cerven Month,Alopecosa pulverulenta,0
AntEle,-1.0256512055970217,-0.8710462744050178,Cerven Month,Antistea elegans,2
AphMis,1.219138498513861,1.873592358386857,Cerven Month,Aphileta misera,3
AraCra,-0.5071130743592231,-0.9232926506630935,Cerven Month,Araeoncus crassiceps,2
AraHum,-1.2495947624793853,1.410900651788817,Cerven Month,Araeoncus humilis,1
ArcLeo,0.8139322438538938,-1.1437724001905827,Cerven Month,Arctosa leopardus,2
AttCar,-0.5213888677047298,-0.6199543032562629,Cerven Month,Attulus caricis,2
AulAlb,-0.722596674835497,-1.893543988014258,Cerven Month,Aulonia albimana,0
BatGra,1.2398334365459145,0.983530520788213,Cerven Month,Bathyphantes gracilis,2
BatNig,4.503790670845322,-0.33565148731867334,Cerven Month,Bathyphantes nigrinus,2
CenArc,-1.620194385840687,2.282571000400131,Cerven Month,Centromerus arcanus,1
CenLev,-1.1233216604030725,-1.173008317130623,Cerven Month,Centromerus levitarsis,2
CerBrp,-0.01172703431512323,1.3807885815751528,Cerven Month,Ceratinella brevipes,1
CerBrs,-1.111732879164362,-0.07007275759002174,Cerven Month,Ceratinella brevis,0
CluNeg,-0.9229515286506824,1.5397809664512243,Cerven Month,Clubiona neglecta,1
CluRec,0.7389098917218639,1.1942694246867207,Cerven Month,Clubiona reclusa,1
CneObs,0.09131847677255056,-2.640586531999446,Cerven Month,Cnephalocotes obscurus,3
DipCon,4.503790670845322,-0.33565148731867334,Cerven Month,Diplostyla concolor,0
DisBif,3.8278721883079427,-0.5413603405450405,Cerven Month,Dismodiscus bifrons,1
DolFim,-0.6955641239520785,-2.1093686172630743,Cerven Month,Dolomedes fimbriatus,2
DraCup,-1.5432013799094386,3.992278229743357,Cerven Month,Drassodes cupreus,1
DraPub,-1.2993342919204198,-1.518345219098705,Cerven Month,Drassodes pubescens,0
DraLut,-0.2783522301795398,-0.4426335136267756,Cerven Month,Drassyllus lutetianus,2
DraPus,-1.4045437743067828,1.2889336256148236,Cerven Month,Drassyllus pusillus,0
EriAtr,-0.160139754605932,-0.38396906864437796,Cerven Month,Erigone atra,0
EriIgn,-0.18179685914980004,1.7652762940414668,Cerven Month,Erigonella ignobilis,2
EuoFro,0.1751377458199883,-1.7305926671460155,Cerven Month,Euophrys frontalis,0
EurFla,-0.7929037004916841,-2.330916206101994,Cerven Month,Euryopis flavomaculata,1
EvaArc,0.3445846014421847,-1.461936678374648,Cerven Month,Evarcha arcuata,0
GnaNig,-0.11867152475258935,0.5024292030920274,Cerven Month,Gnaphosa nigerrima,2
GnaDen,0.43399976360101666,2.213380558679813,Cerven Month,Gnathonarium dentatum,2
GonLat,0.06158610931808095,2.0834113573816797,Cerven Month,Gongylidiellum latebricola,0
GonViv,-1.4045437743067828,1.2889336256148236,Cerven Month,Gongylidiellum vivum,2
HapCog,-2.313785290808142,-1.3869209891181389,Cerven Month,Haplodrassus cognatus,1
HygRub,-1.6141011100034388,-2.5748038983967785,Cerven Month,Hygrolycosa rubrofasciata,2
HypFul,0.01840050781587932,2.256470906063209,Cerven Month,Hypomma fulvum,2
IneIne,-1.1736205328697271,-2.1153055189833,Cerven Month,Inermocoelotes inermis,1
LopPun,0.9920205352793299,-0.18730894776905616,Cerven Month,Lophomma punctatum,2
MicPul,-0.5690173532006919,-2.67977038938134,Cerven Month,Micaria pulicaria,0
MicGeo,-1.1233216604030725,-1.173008317130623,Cerven Month,Micrargus georgescuae,1
MasSun,-1.0672427829823297,-1.9910111828520347,Cerven Month,Maso sundevalli,0
NeoVal,-0.8887710910593214,-0.7850357121084672,Cerven Month,Neon valentulus,2
NeoBim,0.07919060908503761,0.03645782606681025,Cerven Month,Neottiura bimaculata,0
NerCla,-1.531910925280725,-3.3680211748719016,Cerven Month,Neriene clathrata,1
